username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
tmj_VA_facmgmt,Follow this account for geo-targeted Facilities Management job tweets in Virginia Non-Metro. Need help? Tweet us at @CareerArc!,Virginia,102,144,654,2010-07-30 01:18:02,2020-07-15 19:43:16,0,"Want to land a job like ""Maintenance Assistant"" at Sunrise Senior Living? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #FacilitiesMgmt #Charlottesville, VA","[{'text': 'FacilitiesMgmt', 'indices': [204, 219]}, {'text': 'Charlottesville', 'indices': [220, 236]}]"
WileyReader,"Copy editor, social media dabbler, researcher, community activist, friend to antifa, aspiring antiracist, church volunteer, #UVA sports fan, wine lover.","Charlottesville, VA",949,456,11579,2010-10-29 16:33:47,2020-07-15 19:34:15,0,"Well done, #Asheville! #Charlottesville City Council, your turn! https://t.co/CCYQp9UNUn","[{'text': 'Asheville', 'indices': [11, 21]}, {'text': 'Charlottesville', 'indices': [23, 39]}]"
tmj_VAC_health,"Follow this account for geo-targeted Healthcare job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",190,265,666,2010-03-07 03:28:08,2020-07-15 19:31:55,0,"Interested in a job in #Charlottesville, VA? This could be a great fit. Click the link in our bio to apply: Pharmacy Technician - Target Store at CVS Health #Healthcare","[{'text': 'Charlottesville', 'indices': [23, 39]}, {'text': 'Healthcare', 'indices': [157, 168]}]"
CvilleRealtor10,Kris Jensen specializes in working with buyer and sellers in residential sales In Charlottesville/Albemarle and surrounding counties.,"Charlottesville, VA",0,19,1848,2012-08-07 15:02:34,2020-07-15 19:18:19,0,I would love to show you my #listing at 2419 Wakefield Rd #Charlottesville #VA  #realestate https://t.co/7xphsytQe7 https://t.co/azehj6Zuyx,"[{'text': 'listing', 'indices': [28, 36]}, {'text': 'Charlottesville', 'indices': [58, 74]}, {'text': 'VA', 'indices': [75, 78]}, {'text': 'realestate', 'indices': [80, 91]}]"
whitehorseaw,"Our focus is giving every customer a mini-detail at a reasonable price
Located in Charlottesville, Culpeper, Warrenton, and Woodbridge",,113,14,107,2019-11-14 15:35:57,2020-07-15 18:47:05,0,"We might be biased, but we think we're pretty awesome for your car. Whether you need the exterior or interior of your vehicle cleaned, or both, come by and see us soon!
https://t.co/OfDoMqjxlA 
#warrenton #woodbridge #culpeper #charlottesville #carwash #detailing https://t.co/oksxYV5LfC","[{'text': 'warrenton', 'indices': [194, 204]}, {'text': 'woodbridge', 'indices': [205, 216]}, {'text': 'culpeper', 'indices': [217, 226]}, {'text': 'charlottesville', 'indices': [227, 243]}, {'text': 'carwash', 'indices': [244, 252]}, {'text': 'detailing', 'indices': [253, 263]}]"
CyanFour,"21, Author, audio editor, and rabid consumer of all things fandom. Leftist as fuck. Any pronouns acceptable.",Western US,894,241,87850,2013-08-10 23:37:22,2020-07-15 18:16:30,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
GGG_says,"New Anarchist Party—ready to finish off the Democratic Party once and for. all. Zed is dead, baby. Zed is dead#DEMExit#NeverBiden",America the Miserable,5130,4620,762325,2012-02-18 04:07:44,2020-07-15 18:10:01,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
against_work,abolitionist (they/them),502/513,374,54,2024,2018-10-27 22:40:09,2020-07-15 17:42:33,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
tmj_VAC_sales,"Follow this account for geo-targeted Sales job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",251,323,635,2010-11-28 06:15:17,2020-07-15 17:35:53,0,"Interested in a job in #Charlottesville, VA? This could be a great fit: https://t.co/eyIw9EWbJ7 #Sales","[{'text': 'Charlottesville', 'indices': [23, 39]}, {'text': 'Sales', 'indices': [96, 102]}]"
BradfordCollec1,A Collection of Beauty - Companionship for Professionals 🖤 booking - BradfordCollective@aol.com,,26,129,75,2019-07-24 02:49:14,2020-07-15 17:28:33,1,"Catch Bekka next week.            #Roanoke
July 20 10a-10p
July 21 8a-11a

#Charlottesville
July 21 4p-10p
July 22 10a-10p

#Lynchburg
July 23 10a-10p
July 24 8a-11a https://t.co/17hT48affE","[{'text': 'Roanoke', 'indices': [34, 42]}, {'text': 'Charlottesville', 'indices': [75, 91]}, {'text': 'Lynchburg', 'indices': [124, 134]}]"
tmj_VAC_NURSING,"Follow this account for geo-targeted Healthcare-Nursing job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",202,279,227,2010-03-07 13:50:12,2020-07-15 17:19:08,0,"We're hiring! Read about our latest job opening here: Certified Medication Aide - https://t.co/6mk8zurXSr #Nursing #Charlottesville, VA","[{'text': 'Nursing', 'indices': [106, 114]}, {'text': 'Charlottesville', 'indices': [115, 131]}]"
gonzalezderwin,"I Uprise for: #BlackLivesMatter  #AbolishICE #DefundThePolice  #CloseTheCamps #TrumpOutNow 

Vote to Win and Accept no Loss.

PROTEST IS LIFE @SoSAmericaNow",NYC,5170,4752,41552,2011-10-10 03:47:37,2020-07-15 16:55:41,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
tmj_VAC_health,"Follow this account for geo-targeted Healthcare job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",190,265,666,2010-03-07 03:28:08,2020-07-15 16:22:10,0,"See our latest #Charlottesville, VA #Pharmacist job opportunity and click the link in our bio to apply: Pharmacy Manager at CVS Health","[{'text': 'Charlottesville', 'indices': [15, 31]}, {'text': 'Pharmacist', 'indices': [36, 47]}]"
REIIITweets,A large and productive real estate firm in the greater Charlottesville Area. We are a  locally owned real estate firm in business since 1972.,"Charlottesville, VA, US, 22901",435,382,9729,2009-08-13 10:31:21,2020-07-15 16:06:24,0,See a virtual tour of our listing on 104 Baylor Pl #Charlottesville #VA  #realestate https://t.co/WdV7QIRXXe https://t.co/p3mO8swOsC,"[{'text': 'Charlottesville', 'indices': [51, 67]}, {'text': 'VA', 'indices': [68, 71]}, {'text': 'realestate', 'indices': [73, 84]}]"
passportapprovd,"World's #1 Radio Program For Music Pre-Discovery. Acting Local, But Thinking Global!","Burbank, CA",968,2574,11846,2009-06-21 06:00:01,2020-07-15 16:01:00,0,"Saturday night’s from 10pm-12am EST, you can enjoy Passport Approved on @WCNRTheCorner in VA #newmusic #indie #charlottesville https://t.co/ZW82yVRRhh","[{'text': 'newmusic', 'indices': [93, 102]}, {'text': 'indie', 'indices': [103, 109]}, {'text': 'charlottesville', 'indices': [110, 126]}]"
kevindgrams,"#BlueWave2020 #resist 
seemingly inconsequential and apparently anonymous
will keep calling out truth even if no one is listening","Blaine, MN",4921,4415,2537,2009-04-19 13:44:02,2020-07-15 15:53:47,1,"#COVID19, #RussianBounty, #recession, #racialjustice, #Obamacare, #Kidsincages, #Separations, #DACA,#RogerStone, #RussianCollusion, #impeachment, #PuertoRico, #China, #TrumpUniversity , #Charlottesville, #TrumpFoundation, #Khashoggi , we have room for one more #redcap ad #buynow","[{'text': 'COVID19', 'indices': [17, 25]}, {'text': 'RussianBounty', 'indices': [27, 41]}, {'text': 'recession', 'indices': [43, 53]}, {'text': 'racialjustice', 'indices': [55, 69]}, {'text': 'Obamacare', 'indices': [71, 81]}, {'text': 'Kidsincages', 'indices': [83, 95]}, {'text': 'Separations', 'indices': [97, 109]}, {'text': 'DACA', 'indices': [111, 116]}, {'text': 'RogerStone', 'indices': [117, 128]}]"
old_warrior1,#Indivisible.. I'm with the Blue Wave. No Lists,United States,1832,2026,66562,2017-01-22 16:25:17,2020-07-15 15:51:38,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
QueenBean1312,"they/them | genderfluid marxist musician | ADHD/OSDD | anti-gatekeeping | non-sectarian leftist | psychonaut |
alt: @willowbutworse | Jewish ✡",,1071,1817,28698,2019-04-19 15:38:10,2020-07-15 15:49:10,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
fish_force,they/them🐟🐟 protest news and updates,this hellscape,45,25,1209,2020-02-08 18:28:33,2020-07-15 15:43:48,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
Mackerelcat,"Filmmaking, music production, and much more  Tweet frequency and repeating content protected by 1st Amendment, this is not posted by bot software",,34,116,18631,2010-04-03 17:14:45,2020-07-15 15:39:15,0,"Calling blacks, etc. '#Hebrews' (a reference to the book of Exodus in the Bible), is outright #racist.  Read what the Church of Jesus Christ said three months after #Charlottesville 3 years ago about how all are alike https://t.co/IFoCRuRhWx","[{'text': 'Hebrews', 'indices': [22, 30]}, {'text': 'racist', 'indices': [94, 101]}, {'text': 'Charlottesville', 'indices': [165, 181]}]"
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-15 15:34:29,0,"Well. That escalated quickly. I mean, that really got outta hand fast! 

#vawx #Charlottesville https://t.co/9rVixz09K3","[{'text': 'vawx', 'indices': [73, 78]}, {'text': 'Charlottesville', 'indices': [79, 95]}]"
UVADiversity,"UVA Division for Diversity, Equity, and Inclusion","Charlottesville, VA",349,484,578,2015-09-22 20:24:09,2020-07-15 15:30:17,1,"Join us TODAY at 4pm for a #monumental conversation cohosted by @UnitedWayCville featuring @UVA's Louis Nelson, who will use local monuments to help us trace the history of #racism in #Charlottesville. Learn more and register here: https://t.co/WRtwPnSQpv https://t.co/KetlTbRRnh","[{'text': 'monumental', 'indices': [43, 54]}]"
mboroafa,"We Identify, Expose, and Combat the Fascist threat in Middle Tennessee.

Report all Fascist activity to: mboroafa@protonmail.com","Murfreesboro, TN",2590,1085,5562,2018-03-14 06:52:53,2020-07-15 15:28:38,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
ID10TErrors,I'm here for political shitposting and to share pictures of my cat. He/Him. VoteBlueNoMatterWho is bad and you should feel bad. H+ till the day I'll never die.,ARE VE AYY RIVER CITY,2135,787,8386,2011-09-07 20:34:31,2020-07-15 15:20:58,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
solidarity757,also follow us @solidarity757 on FB & IG or contact us: solidarity757@protonmail.com,,1109,584,1601,2018-06-19 23:33:31,2020-07-15 15:17:57,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
VortexMavCam,Meteorologist🌪️| US Navy Veteran ⚓ | Storm Chaser🌩️ | World Traveler🌍 | Go Pack Go 🏈 | Climate Communications 🔥,United States,903,708,5705,2012-10-26 04:56:03,2020-07-15 15:12:33,3,"And here is even more information about it the next several days and a look at how high it will climb in the sky the next several nights. #vawx #Charlottesville https://t.co/c4QZAkXbU0 

@TravisKoshko @hannahschollwx @CBS19Weather https://t.co/XRFxH9Bb8y",[]
JerryMillerNow,"CEO, The Miller Organization: Advertising Agency, Digital Media, Real Estate Investment. Award-winning writer. Pro Speaker. Social Entrepreneur.",I Love CVille (#iLoveCVille),70,987,9652,2009-08-03 22:24:16,2020-07-15 15:11:35,0,"...joined me on The I @LoveCVille Show! @BurkeJaison @littlejohnsdeli
 
Watch: https://t.co/TNANFdyVM4

Listen: https://t.co/IKEs4vFfzh

#iLoveCVille #CVille #UVa #Charlottesville","[{'text': 'iLoveCVille', 'indices': [137, 149]}, {'text': 'CVille', 'indices': [150, 157]}, {'text': 'UVa', 'indices': [158, 162]}, {'text': 'Charlottesville', 'indices': [163, 179]}]"
CvilleStartups,"Follow me to keep current about everything entrepreneurial that happens in Charlottesville and UVA. 
I'm not human.","Charlottesville, VA",540,670,7920,2015-12-02 00:39:24,2020-07-15 15:11:22,1,"Jaison Burke, Co-Owner &amp; Managing Partner at Littlejohn’s, and Kelly Jackson – Business Owner, Entrepreneur and Philanthropist...
 
Watch: https://t.co/TNANFdyVM4

Listen: https://t.co/IKEs4vFfzh

#iLoveCVille #CVille #UVa #Charlottesville https://t.co/PJ3asooU4S",[]
JerryMillerNow,"CEO, The Miller Organization: Advertising Agency, Digital Media, Real Estate Investment. Award-winning writer. Pro Speaker. Social Entrepreneur.",I Love CVille (#iLoveCVille),70,987,9652,2009-08-03 22:24:16,2020-07-15 15:11:17,1,"Jaison Burke, Co-Owner &amp; Managing Partner at Littlejohn’s, and Kelly Jackson – Business Owner, Entrepreneur and Philanthropist...
 
Watch: https://t.co/TNANFdyVM4

Listen: https://t.co/IKEs4vFfzh

#iLoveCVille #CVille #UVa #Charlottesville https://t.co/PJ3asooU4S","[{'text': 'iLoveCVille', 'indices': [201, 213]}, {'text': 'CVille', 'indices': [214, 221]}, {'text': 'UVa', 'indices': [222, 226]}, {'text': 'Charlottesville', 'indices': [227, 243]}]"
BillyBlackBoots,"What’s good? I’m Will, I’m 27 and I’m black as all hell. He/Him",,109,30,1837,2020-05-15 22:44:41,2020-07-15 14:57:49,6,"Man gets life plus 419 years in deadly #Charlottesville car attack where he murdered #HeatherHeyer.

Fields, an avowed white supremacist who kept a photo of Adolf Hitler on his bedside table

https://t.co/X6Fb7eGePj https://t.co/kdAl1F8wpq","[{'text': 'Charlottesville', 'indices': [57, 73]}, {'text': 'HeatherHeyer', 'indices': [103, 116]}]"
keyboard_rodeo,"Student of infosec, machine learning, and craftsmanship. I currently have no employer, and my tweets reflect that. Not a cop.","Richmond, VA",535,225,1016,2019-02-27 05:41:31,2020-07-15 14:55:49,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
TakeEmDownRVA,For a Richmond for all. We propose to move immediately upon your works. // Media inquiries: DSARichmond (at) gmail. #OrganizeTheSouth,"Richmond, VA",810,2704,13228,2017-05-09 17:40:52,2020-07-15 14:55:42,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
MayDayRVA,"highlighting anarchist, anti-authoritarian, anti-racist and autonomous resistance in richmond and surrounding areas — occupied powhatan and monacan lands. ftp.","Richmond, VA",862,2820,5817,2017-01-11 00:23:31,2020-07-15 14:54:03,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
